RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
9114,0,2/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,GOLD,AUTO,2.0,Covers,99755,AMERICAN,MEDIUM,CHRYSLER,4840.0,5875.0,5727.0,6845.0,5307.0,6163.0,6232.0,7156.0,,,16044,27542,NC,4100.0,0,1341
9115,0,2/23/2009,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,GOLD,AUTO,2.0,Covers,92546,AMERICAN,MEDIUM,CHRYSLER,3609.0,4741.0,4398.0,5620.0,3258.0,4450.0,4019.0,5306.0,,,17675,27542,NC,3800.0,0,1630
9116,0,2/23/2009,MANHEIM,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,50177,AMERICAN,LARGE,GM,8016.0,8950.0,9157.0,10166.0,8024.0,9283.0,9166.0,10526.0,,,17675,27542,NC,7835.0,0,1500
9117,0,2/23/2009,MANHEIM,2005,4,CHRYSLER,PACIFICA FWD 3.5L V6,Tou,4D SPORT,SILVER,AUTO,1.0,Alloy,73170,AMERICAN,CROSSOVER,CHRYSLER,6799.0,8125.0,7843.0,9275.0,7082.0,8238.0,8149.0,9397.0,,,17675,27542,NC,6600.0,0,1389
9118,0,2/23/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLUE,AUTO,2.0,Covers,77105,AMERICAN,LARGE,GM,6984.0,8369.0,8043.0,9539.0,6883.0,8261.0,7934.0,9422.0,,,16044,27542,NC,7300.0,0,1974
9120,0,2/23/2009,MANHEIM,2003,6,CHEVROLET,TAHOE 4WD 4.8L V8 SF,LS,4D SUV 4.8L LS,BEIGE,AUTO,1.0,Alloy,72526,AMERICAN,LARGE SUV,GM,6599.0,9025.0,7627.0,10247.0,5692.0,8040.0,6647.0,9183.0,,,17675,27542,NC,10000.0,0,1923
9121,0,2/23/2009,MANHEIM,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L LX,MAROON,AUTO,2.0,Covers,80030,AMERICAN,VAN,FORD,3012.0,4728.0,3753.0,5606.0,6211.0,8791.0,10100.0,13032.0,,,16044,27542,NC,5500.0,0,1633
9122,0,2/23/2009,MANHEIM,2007,2,FORD,FUSION 4C 2.3L I4 EF,SEL,4D SEDAN SEL,GREY,AUTO,1.0,Alloy,69940,AMERICAN,MEDIUM,FORD,10283.0,11379.0,11606.0,12789.0,10433.0,11931.0,11768.0,13385.0,,,17675,27542,NC,8500.0,0,728
9123,0,2/23/2009,MANHEIM,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,60701,AMERICAN,SPECIALTY,CHRYSLER,10030.0,11634.0,11332.0,13065.0,10234.0,11681.0,11553.0,13115.0,,,17675,27542,NC,10100.0,0,1215
9124,0,2/23/2009,MANHEIM,2006,3,HYUNDAI,SONATA V6 3.3L V6 MP,GLS,4D SEDAN GLS,GREY,AUTO,1.0,Alloy,58170,OTHER ASIAN,MEDIUM,OTHER,8253.0,9506.0,9413.0,10766.0,8232.0,10012.0,9391.0,11313.0,,,17675,27542,NC,7600.0,0,671
9126,0,2/23/2009,MANHEIM,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,1.0,Alloy,89074,AMERICAN,MEDIUM,CHRYSLER,4163.0,5157.0,4996.0,6070.0,4048.0,4833.0,4872.0,5720.0,,,16044,27542,NC,4500.0,0,1503
9127,0,2/23/2009,MANHEIM,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 5.7L,BLACK,AUTO,1.0,Alloy,55911,AMERICAN,LARGE TRUCK,CHRYSLER,7768.0,9414.0,8889.0,10667.0,7577.0,9153.0,8683.0,10385.0,,,16044,27542,NC,9600.0,0,754
9129,0,2/23/2009,MANHEIM,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,BLUE,AUTO,2.0,Covers,46149,OTHER ASIAN,MEDIUM,OTHER,4584.0,5336.0,5451.0,6263.0,5095.0,5622.0,6003.0,6572.0,,,16044,27542,NC,6000.0,0,482
9130,0,2/23/2009,MANHEIM,2004,5,DODGE,STRATUS V6,SE,4D SEDAN SE,RED,AUTO,2.0,Covers,47175,AMERICAN,MEDIUM,CHRYSLER,3609.0,4741.0,4398.0,5620.0,3589.0,4830.0,4376.0,5716.0,,,16044,27542,NC,5000.0,0,975
9131,0,2/23/2009,MANHEIM,2004,5,DODGE,DURANGO 4WD V8 4.7L,SLT,4D SUV 4.7L,BLACK,AUTO,1.0,Alloy,52188,AMERICAN,MEDIUM SUV,CHRYSLER,7878.0,9083.0,9008.0,10310.0,7927.0,9142.0,9061.0,10373.0,,,16044,27542,NC,8100.0,0,1251
9132,0,2/23/2009,MANHEIM,2004,5,JEEP,GRAND CHEROKEE 4WD 6,Lar,4D WAGON LAREDO,GREY,AUTO,,,72385,AMERICAN,MEDIUM SUV,CHRYSLER,6822.0,8166.0,7868.0,9319.0,7027.0,8479.0,8089.0,9657.0,,,17675,27542,NC,6600.0,0,1857
9133,0,3/23/2009,MANHEIM,2002,7,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,1.0,Alloy,73899,AMERICAN,MEDIUM,FORD,2654.0,3480.0,3366.0,4258.0,2411.0,3506.0,3104.0,4286.0,,,18111,27542,NC,3400.0,0,1220
9134,0,3/23/2009,MANHEIM,2005,4,NISSAN,SENTRA 1.8L I4 EFI,Bas,4D SEDAN 1.8,BEIGE,AUTO,1.0,Alloy,71399,TOP LINE ASIAN,COMPACT,OTHER,5225.0,6403.0,6143.0,7415.0,4761.0,5782.0,5642.0,6745.0,,,19619,27542,NC,5500.0,0,569
9136,0,3/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLUE,AUTO,1.0,Alloy,67196,AMERICAN,MEDIUM,CHRYSLER,5440.0,6309.0,6375.0,7314.0,5372.0,6414.0,6302.0,7427.0,,,18111,27542,NC,5500.0,0,1020
9137,0,3/23/2009,MANHEIM,2005,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,GOLD,MANUAL,2.0,Covers,70263,OTHER ASIAN,MEDIUM,OTHER,4216.0,5031.0,5053.0,5933.0,4095.0,5039.0,4923.0,5942.0,,,18111,27542,NC,3900.0,0,569
9138,0,3/23/2009,MANHEIM,2003,6,SUZUKI,AERIO 2.0L I4 EFI,S,4D SEDAN GS,SILVER,AUTO,2.0,Covers,21814,OTHER ASIAN,COMPACT,OTHER,2761.0,3413.0,3482.0,4186.0,2964.0,3642.0,3701.0,4433.0,,,18111,27542,NC,4200.0,0,942
9139,0,3/23/2009,MANHEIM,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,79932,AMERICAN,LARGE,GM,5128.0,6460.0,6038.0,7477.0,4782.0,6179.0,5665.0,7173.0,,,19619,27542,NC,5500.0,0,1974
9140,0,3/23/2009,MANHEIM,2005,4,FORD,ESCAPE 4WD V6 3.0L V,XLT,4D CUV 3.0L XLT,BLACK,AUTO,1.0,Alloy,74985,AMERICAN,SMALL SUV,FORD,7337.0,9142.0,8424.0,10373.0,7378.0,9101.0,8468.0,10329.0,,,19619,27542,NC,7200.0,0,1389
9141,1,3/23/2009,MANHEIM,2001,8,LINCOLN,TOWN CAR 4.6L V8 EFI,Sig,4D SEDAN SIGNATURE,MAROON,AUTO,1.0,Alloy,72465,AMERICAN,LARGE,FORD,4445.0,5802.0,5301.0,6766.0,4452.0,5654.0,5308.0,6606.0,,,18111,27542,NC,5500.0,0,1103
9142,0,3/23/2009,MANHEIM,2002,7,BUICK,LE SABRE Unspecified,Cus,4D SEDAN CUSTOM,SILVER,AUTO,1.0,Alloy,61791,AMERICAN,LARGE,GM,4166.0,5181.0,4999.0,6095.0,4376.0,5675.0,5226.0,6629.0,,,19619,27542,NC,5400.0,0,2198
9144,0,3/23/2009,MANHEIM,2004,5,CHRYSLER,PACIFICA AWD 3.5L V6,,4D SPORT TOURER,MAROON,AUTO,1.0,Alloy,76753,AMERICAN,CROSSOVER,CHRYSLER,7670.0,9052.0,8784.0,10276.0,7221.0,8465.0,8299.0,9642.0,,,19619,27542,NC,8500.0,0,1857
9145,0,3/23/2009,MANHEIM,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT,SILVER,AUTO,1.0,Alloy,61801,AMERICAN,LARGE,GM,5002.0,6112.0,5902.0,7101.0,4228.0,5365.0,5066.0,6294.0,,,19619,27542,NC,6100.0,0,1703
9146,0,3/23/2009,MANHEIM,2006,3,CHEVROLET,MALIBU V6 3.5L V6 SF,LT,4D SEDAN LT,MAROON,AUTO,2.0,Covers,62032,AMERICAN,MEDIUM,GM,7169.0,8467.0,8243.0,9644.0,6580.0,7922.0,7606.0,9056.0,,,19619,27542,NC,6400.0,0,1118
9147,0,3/23/2009,MANHEIM,2002,7,GMC,ENVOY 2WD 6C 4.2L I6,SLE,4D UTILITY 4.2L SLE,MAROON,AUTO,1.0,Alloy,74431,AMERICAN,MEDIUM SUV,GM,5856.0,6684.0,6824.0,7719.0,6010.0,6814.0,6991.0,7859.0,,,18111,27542,NC,7000.0,0,1455
9148,0,3/30/2009,MANHEIM,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,WHITE,AUTO,1.0,Alloy,66409,AMERICAN,MEDIUM,CHRYSLER,8541.0,9654.0,9724.0,10926.0,8180.0,9255.0,9334.0,10495.0,,,20740,27542,NC,6900.0,0,825
9149,1,3/30/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,BLUE,AUTO,2.0,Covers,80802,AMERICAN,VAN,GM,7568.0,8954.0,8673.0,10170.0,8310.0,10064.0,9475.0,11369.0,,,20740,27542,NC,5900.0,0,2282
9150,0,3/30/2009,MANHEIM,2004,5,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,MAROON,AUTO,1.0,Alloy,93444,AMERICAN,MEDIUM,FORD,3653.0,4514.0,4445.0,5375.0,3490.0,4585.0,4269.0,5452.0,,,17675,27542,NC,4000.0,0,1053
9151,0,3/30/2009,MANHEIM,2005,4,GMC,ENVOY 2WD 6C 4.2L I6,SLE,4D UTILITY 4.2L,BLUE,AUTO,1.0,Alloy,81842,AMERICAN,MEDIUM SUV,GM,8653.0,10233.0,9845.0,11552.0,8338.0,9296.0,9505.0,10540.0,,,20740,27542,NC,9100.0,0,1243
9153,0,3/30/2009,MANHEIM,2005,4,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,SILVER,AUTO,2.0,Covers,42801,OTHER ASIAN,MEDIUM,OTHER,4334.0,5392.0,5181.0,6323.0,3508.0,4376.0,4289.0,5226.0,,,17675,27542,NC,5135.0,0,482
9154,0,3/30/2009,MANHEIM,2003,6,SATURN,ION 2.2L I4 MPI / SF,3,4D SEDAN LEVEL 3,BLUE,AUTO,1.0,Alloy,56550,AMERICAN,MEDIUM,GM,4189.0,5011.0,5024.0,5912.0,3171.0,4195.0,3925.0,5031.0,,,17675,27542,NC,5400.0,0,971
9155,0,3/30/2009,MANHEIM,2004,5,GMC,YUKON XL 1500 2WD,150,4D UTILITY 5.3L SLE,WHITE,AUTO,1.0,Alloy,80178,AMERICAN,LARGE SUV,GM,8593.0,10146.0,9780.0,11458.0,369.0,494.0,899.0,1034.0,,,17675,27542,NC,10900.0,0,1763
9156,0,3/30/2009,MANHEIM,2001,8,FORD,FOCUS 2.0L I4 SFI,SE,4D SEDAN SE,RED,AUTO,1.0,Alloy,85228,AMERICAN,COMPACT,FORD,2393.0,3225.0,3084.0,3983.0,2194.0,3070.0,2870.0,3816.0,,,20740,27542,NC,4200.0,0,1543
9157,0,3/30/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,SILVER,AUTO,1.0,Alloy,53974,AMERICAN,MEDIUM SUV,GM,7852.0,9237.0,8980.0,10476.0,7492.0,8845.0,8591.0,10053.0,,,17675,27542,NC,8500.0,0,920
9158,0,3/30/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLUE,AUTO,1.0,Alloy,63033,AMERICAN,LARGE,GM,7406.0,8812.0,8498.0,10017.0,6884.0,8342.0,7935.0,9509.0,,,20740,27542,NC,6200.0,0,1703
9159,0,3/30/2009,MANHEIM,2006,3,MAZDA,TRIBUTE 2WD 4C 2.3L,i,4D SPORT UTILITY I,SILVER,AUTO,1.0,Alloy,61921,OTHER ASIAN,SMALL SUV,OTHER,7681.0,8862.0,8795.0,10071.0,8422.0,9689.0,9596.0,10964.0,,,20740,27542,NC,7300.0,0,825
9160,0,3/30/2009,MANHEIM,2002,7,JEEP,LIBERTY 4WD V6 3.7L,Lim,4D SUV LIMITED,SILVER,AUTO,1.0,Alloy,70275,AMERICAN,SMALL SUV,CHRYSLER,5153.0,6234.0,6065.0,7233.0,5642.0,6704.0,6593.0,7740.0,,,17675,27542,NC,6700.0,0,1220
9161,0,3/30/2009,MANHEIM,2003,6,JEEP,LIBERTY 2WD V6 3.7L,Spo,4D SUV,BEIGE,AUTO,1.0,Alloy,62279,AMERICAN,SMALL SUV,CHRYSLER,5113.0,5826.0,6022.0,6792.0,5452.0,6215.0,6388.0,7212.0,,,17675,27542,NC,6900.0,0,930
9163,0,3/30/2009,MANHEIM,2001,8,TOYOTA,SEQUOIA 2WD 4.7L V8,Lim,4D SPORT UTILITY LIMITED,GREY,AUTO,1.0,Alloy,94475,TOP LINE ASIAN,LARGE SUV,OTHER,7801.0,9333.0,8925.0,10580.0,7712.0,8994.0,8829.0,10214.0,,,17675,27542,NC,9000.0,0,1930
9164,0,3/30/2009,MANHEIM,2004,5,CHRYSLER,SEBRING V6 2.7L V6 M,GTC,2D CONVERTIBLE GTC,RED,AUTO,1.0,Alloy,64861,AMERICAN,MEDIUM,CHRYSLER,5298.0,5905.0,6222.0,6877.0,5129.0,6197.0,6039.0,7193.0,,,20740,27542,NC,5800.0,0,1118
9165,0,3/30/2009,MANHEIM,2005,4,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L LX,BLUE,AUTO,2.0,Covers,78486,AMERICAN,VAN,FORD,5065.0,6026.0,5970.0,7008.0,9797.0,11128.0,11081.0,12518.0,,,17675,27542,NC,5100.0,0,1506
9167,0,4/3/2009,MANHEIM,2001,8,FORD,RANGER PICKUP 2WD 4C,XL,REG CAB 2.5L EDGE,RED,MANUAL,1.0,Alloy,84715,AMERICAN,SMALL TRUCK,FORD,1579.0,2329.0,2205.0,3015.0,1579.0,2329.0,2205.0,3015.0,,,17675,27542,NC,3700.0,0,894
9168,0,4/3/2009,MANHEIM,2004,5,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,GREY,AUTO,2.0,Covers,80342,AMERICAN,MEDIUM,GM,2492.0,3900.0,3191.0,4712.0,2492.0,3900.0,3191.0,4712.0,,,17675,27542,NC,3900.0,0,2152
9169,0,4/3/2009,MANHEIM,2002,7,FORD,F150 PICKUP 2WD V6 4,XL,REG CAB 4.2L XL,BLACK,AUTO,1.0,Alloy,77508,AMERICAN,LARGE TRUCK,FORD,2698.0,3809.0,3414.0,4614.0,2698.0,3809.0,3414.0,4614.0,,,17675,27542,NC,5300.0,0,869
9170,0,4/6/2009,MANHEIM,2005,4,CHRYSLER,SEBRING V6 2.7L V6 M,Tou,2D CONVERTIBLE TOURING,GREY,AUTO,1.0,Alloy,72851,AMERICAN,MEDIUM,CHRYSLER,6114.0,7576.0,7103.0,8682.0,6114.0,7576.0,7103.0,8682.0,,,17675,27542,NC,6200.0,0,1272
9171,0,4/6/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,GOLD,AUTO,2.0,Covers,46835,AMERICAN,COMPACT,GM,4794.0,5943.0,5678.0,6918.0,4794.0,5943.0,5678.0,6918.0,,,16044,27542,NC,5735.0,0,623
9172,0,4/6/2009,MANHEIM,2005,4,CHRYSLER,300 3.5L / 6.0L V12,Tou,4D SEDAN,SILVER,AUTO,1.0,Alloy,68992,AMERICAN,SPECIALTY,CHRYSLER,7891.0,9276.0,9022.0,10518.0,7891.0,9276.0,9022.0,10518.0,,,16044,27542,NC,11435.0,0,1215
9173,0,4/6/2009,MANHEIM,2004,5,SATURN,ION 2.2L I4 EFI,3,4D SEDAN LEVEL 3,BLACK,AUTO,1.0,Alloy,73938,AMERICAN,MEDIUM,GM,4423.0,5230.0,5277.0,6148.0,4423.0,5230.0,5277.0,6148.0,,,16044,27542,NC,5630.0,0,803
9174,0,4/6/2009,MANHEIM,2003,6,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2.0,Covers,74658,AMERICAN,VAN,CHRYSLER,3251.0,4264.0,4011.0,5105.0,3378.0,4491.0,4148.0,5350.0,,,16044,27542,NC,5135.0,0,1923
9175,0,4/6/2009,MANHEIM,2002,7,CHEVROLET,IMPALA 3.8L V6 MFI,LS,4D SEDAN LS,GOLD,AUTO,1.0,Alloy,79515,AMERICAN,LARGE,GM,3531.0,4724.0,4313.0,5602.0,3531.0,4724.0,4313.0,5602.0,,,16044,27542,NC,5835.0,0,2274
9176,0,4/6/2009,MANHEIM,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,62737,AMERICAN,MEDIUM,CHRYSLER,6263.0,7341.0,7264.0,8428.0,6263.0,7341.0,7264.0,8428.0,,,17675,27542,NC,5200.0,0,1215
9177,0,4/6/2009,MANHEIM,2005,4,CHRYSLER,SEBRING 4C 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,1.0,Alloy,64232,AMERICAN,MEDIUM,CHRYSLER,4012.0,5406.0,4833.0,6338.0,4012.0,5406.0,4833.0,6338.0,,,16044,27542,NC,5535.0,0,1020
9178,0,4/6/2009,MANHEIM,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,2.0,Covers,55836,AMERICAN,LARGE,GM,7644.0,8892.0,8756.0,10103.0,7644.0,8892.0,8756.0,10103.0,,,17675,27542,NC,7700.0,0,1500
9179,0,4/6/2009,MANHEIM,2006,3,SATURN,ION 2.2L I4 EFI / SF,2,4D SEDAN LEVEL 2,GOLD,AUTO,2.0,Covers,66961,AMERICAN,MEDIUM,GM,5579.0,6823.0,6525.0,7869.0,5579.0,6823.0,6525.0,7869.0,,,16044,27542,NC,5835.0,0,728
9180,0,4/6/2009,MANHEIM,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,RED,AUTO,2.0,Covers,64648,AMERICAN,COMPACT,GM,4824.0,5901.0,5710.0,6873.0,4824.0,5901.0,5710.0,6873.0,,,17675,27542,NC,5700.0,0,728
9181,0,4/6/2009,MANHEIM,2004,5,MITSUBISHI,LANCER 2.4L I4 MPI,LS,4D SPORTBACK LS,SILVER,AUTO,2.0,Covers,70908,OTHER ASIAN,COMPACT,OTHER,5148.0,5618.0,6060.0,6567.0,5148.0,5618.0,6060.0,6567.0,,,17675,27542,NC,4600.0,0,569
9182,0,4/6/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,68543,AMERICAN,LARGE,GM,6892.0,8438.0,7943.0,9613.0,6892.0,8438.0,7943.0,9613.0,,,17675,27542,NC,6400.0,0,1703
9183,0,4/6/2009,MANHEIM,2004,5,MAZDA,MAZDA3 2.0L I4 MPI,i,4D SEDAN I,BEIGE,AUTO,1.0,Alloy,73928,OTHER ASIAN,MEDIUM,OTHER,5704.0,7091.0,6660.0,8158.0,5704.0,7091.0,6660.0,8158.0,,,17675,27542,NC,6300.0,0,1038
9184,0,4/6/2009,MANHEIM,2006,3,CHEVROLET,MONTE CARLO 3.5L V6,LT,2D COUPE LT,WHITE,AUTO,1.0,Alloy,63228,AMERICAN,LARGE,GM,7739.0,9077.0,8858.0,10303.0,7739.0,9077.0,8858.0,10303.0,,,17675,27542,NC,6500.0,0,1703
9185,0,4/6/2009,MANHEIM,2006,3,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,SILVER,MANUAL,2.0,Covers,46744,OTHER ASIAN,MEDIUM,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17675,27542,NC,5200.0,0,623
9186,0,4/6/2009,MANHEIM,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,BLACK,AUTO,1.0,Alloy,62720,AMERICAN,MEDIUM SUV,GM,8092.0,9950.0,9239.0,11246.0,8092.0,9950.0,9239.0,11246.0,,,17675,27542,NC,7300.0,0,1215
9187,1,4/6/2009,MANHEIM,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,1.0,Alloy,71310,AMERICAN,LARGE,GM,3220.0,4283.0,3978.0,5126.0,3220.0,4283.0,3978.0,5126.0,,,16044,27542,NC,4935.0,0,2274
9188,0,4/6/2009,MANHEIM,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,GREY,AUTO,2.0,Covers,72012,AMERICAN,SPECIALTY,CHRYSLER,9461.0,11189.0,10718.0,12584.0,9461.0,11189.0,10718.0,12584.0,,,17675,27542,NC,10500.0,0,1389
9189,0,4/6/2009,MANHEIM,2002,7,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,GREEN,AUTO,2.0,Covers,72690,AMERICAN,VAN,FORD,2165.0,3092.0,2838.0,3839.0,2165.0,3092.0,2838.0,3839.0,,,16044,27542,NC,4100.0,0,2157
9190,0,4/6/2009,MANHEIM,2005,4,CHRYSLER,SEBRING 4C 2.4L I4 S,Bas,4D SEDAN,RED,AUTO,1.0,Alloy,53390,AMERICAN,MEDIUM,CHRYSLER,4012.0,5406.0,4833.0,6338.0,4012.0,5406.0,4833.0,6338.0,,,16044,27542,NC,5500.0,0,920
9191,0,4/6/2009,MANHEIM,2005,4,CHRYSLER,SEBRING 4C 2.4L I4 E,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,63369,AMERICAN,MEDIUM,CHRYSLER,4012.0,5406.0,4833.0,6338.0,4012.0,5406.0,4833.0,6338.0,,,17675,27542,NC,4900.0,0,1020
9192,0,4/6/2009,MANHEIM,2004,5,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,2D COUPE,SILVER,MANUAL,2.0,Covers,92935,AMERICAN,COMPACT,GM,2736.0,3731.0,3455.0,4529.0,2736.0,3731.0,3455.0,4529.0,,,16044,27542,NC,3035.0,0,1341
9193,0,4/6/2009,MANHEIM,2002,7,CHEVROLET,CAVALIER 4C 2.2L I4,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,72966,AMERICAN,COMPACT,GM,2756.0,3927.0,3476.0,4741.0,2756.0,3927.0,3476.0,4741.0,,,16044,27542,NC,3500.0,0,1455
9194,1,4/6/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,SILVER,AUTO,1.0,Alloy,72968,AMERICAN,MEDIUM SUV,GM,7875.0,9334.0,9005.0,10581.0,7875.0,9334.0,9005.0,10581.0,,,17675,27542,NC,7800.0,0,1155
9195,0,4/13/2009,MANHEIM,2005,4,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,GREY,AUTO,1.0,Alloy,52023,AMERICAN,LARGE,GM,4420.0,5863.0,5274.0,6832.0,4420.0,5863.0,5274.0,6832.0,,,21973,27542,NC,5935.0,0,1500
9196,0,4/13/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,RED,AUTO,2.0,Covers,67144,AMERICAN,COMPACT,GM,4794.0,5943.0,5678.0,6918.0,4816.0,5896.0,5701.0,6868.0,,,18880,27542,NC,5200.0,0,728
9197,0,4/13/2009,MANHEIM,2005,4,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,SILVER,AUTO,2.0,Covers,55170,AMERICAN,MEDIUM,FORD,3679.0,4958.0,4473.0,5855.0,3971.0,5607.0,4789.0,6556.0,,,18880,27542,NC,5500.0,0,754
9198,0,4/13/2009,MANHEIM,2003,6,FORD,EXPLORER 2WD V6 4.0L,Spo,2D SUV 4.0L SPORT XLS,BLACK,AUTO,1.0,Alloy,60078,AMERICAN,MEDIUM SUV,FORD,3604.0,4725.0,4392.0,5603.0,3604.0,4725.0,4392.0,5603.0,,,18880,27542,NC,5900.0,0,1320
9199,0,4/13/2009,MANHEIM,2003,6,HONDA,ACCORD 4C 2.4L I-4 M,LX,4D SEDAN LX AUTO,BLUE,AUTO,2.0,Covers,69046,TOP LINE ASIAN,MEDIUM,OTHER,6329.0,7256.0,7335.0,8336.0,6329.0,7256.0,7335.0,8336.0,,,21973,27542,NC,7935.0,0,833
9200,0,4/13/2009,MANHEIM,2002,7,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L FFV SPORT,MAROON,AUTO,1.0,Alloy,90875,AMERICAN,VAN,CHRYSLER,3027.0,4068.0,3769.0,4893.0,3027.0,4068.0,3769.0,4893.0,,,21973,27542,NC,4100.0,0,2218
9201,0,4/13/2009,MANHEIM,2002,7,JEEP,LIBERTY 4WD V6 3.7L,Lim,4D SUV LIMITED,BLACK,AUTO,1.0,Alloy,86286,AMERICAN,SMALL SUV,CHRYSLER,5610.0,6711.0,6559.0,7748.0,5610.0,6711.0,6559.0,7748.0,,,18880,27542,NC,5900.0,0,1283
9203,0,4/13/2009,MANHEIM,2006,3,JEEP,LIBERTY 2WD V6 3.7L,Spo,4D SUV,GOLD,AUTO,1.0,Alloy,61694,AMERICAN,SMALL SUV,CHRYSLER,8859.0,10181.0,10068.0,11495.0,8859.0,10181.0,10068.0,11495.0,,,21973,27542,NC,7335.0,0,630
9204,0,4/13/2009,MANHEIM,2003,6,FORD,EXPLORER 2WD V6 4.0L,Spo,2D SUV 4.0L SPORT XLS,RED,AUTO,1.0,Alloy,85562,AMERICAN,MEDIUM SUV,FORD,3604.0,4725.0,4392.0,5603.0,3604.0,4725.0,4392.0,5603.0,,,18880,27542,NC,5000.0,0,1543
9205,0,4/13/2009,MANHEIM,2003,6,FORD,FOCUS 2.0L I4 SFI,SE,4D SEDAN SE,RED,AUTO,2.0,Covers,52467,AMERICAN,COMPACT,FORD,2774.0,3744.0,3496.0,4544.0,2774.0,3744.0,3496.0,4544.0,,,21973,27542,NC,5050.0,0,1220
